Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	br_lens[80]	br_lens[81]	br_lens[82]	br_lens[83]	br_lens[84]	br_lens[85]	br_lens[86]	br_lens[87]	br_lens[88]	br_lens[89]	br_lens[90]	br_lens[91]	br_lens[92]	br_lens[93]	br_lens[94]	br_lens[95]	br_lens[96]	br_lens[97]	br_lens[98]	br_lens[99]	br_lens[100]	br_lens[101]	br_lens[102]	br_lens[103]	br_lens[104]	br_lens[105]	br_lens[106]	br_lens[107]	br_lens[108]	br_lens[109]	br_lens[110]	br_lens[111]	br_lens[112]	br_lens[113]	br_lens[114]	br_lens[115]	br_lens[116]	br_lens[117]	br_lens[118]	br_lens[119]	br_lens[120]	br_lens[121]	br_lens[122]	br_lens[123]	br_lens[124]	br_lens[125]	br_lens[126]	br_lens[127]	br_lens[128]	br_lens[129]	br_lens[130]	br_lens[131]	br_lens[132]	br_lens[133]	br_lens[134]	br_lens[135]	br_lens[136]	br_lens[137]	br_lens[138]	br_lens[139]	br_lens[140]	br_lens[141]	br_lens[142]	br_lens[143]	br_lens[144]	br_lens[145]	br_lens[146]	br_lens[147]	br_lens[148]	br_lens[149]	br_lens[150]	br_lens[151]	br_lens[152]	br_lens[153]	br_lens[154]	br_lens[155]	br_lens[156]	br_lens[157]	br_lens[158]	br_lens[159]	br_lens[160]	br_lens[161]	br_lens[162]	br_lens[163]	br_lens[164]	br_lens[165]	br_lens[166]	br_lens[167]	br_lens[168]	br_lens[169]	br_lens[170]	br_lens[171]	br_lens[172]	br_lens[173]	br_lens[174]	br_lens[175]	br_lens[176]	br_lens[177]	br_lens[178]	br_lens[179]	br_lens[180]	br_lens[181]	br_lens[182]	br_lens[183]	br_lens[184]	br_lens[185]	br_lens[186]	br_lens[187]	br_lens[188]	br_lens[189]	br_lens[190]	br_lens[191]	br_lens[192]	br_lens[193]	br_lens[194]	br_lens[195]	br_lens[196]	br_lens[197]	br_lens[198]	br_lens[199]	br_lens[200]	br_lens[201]	br_lens[202]	br_lens[203]	br_lens[204]	br_lens[205]	br_lens[206]	br_lens[207]	br_lens[208]	br_lens[209]	br_lens[210]	br_lens[211]	br_lens[212]	br_lens[213]	br_lens[214]	br_lens[215]	br_lens[216]	br_lens[217]	br_lens[218]	br_lens[219]	br_lens[220]	br_lens[221]	br_lens[222]	br_lens[223]	br_lens[224]	br_lens[225]	br_lens[226]	br_lens[227]	br_lens[228]	br_lens[229]	br_lens[230]	br_lens[231]	br_lens[232]	br_lens[233]	br_lens[234]	br_lens[235]	br_lens[236]	br_lens[237]	br_lens[238]	br_lens[239]	br_lens[240]	br_lens[241]	br_lens[242]	br_lens[243]	br_lens[244]	br_lens[245]	br_lens[246]	br_lens[247]	br_lens[248]	br_lens[249]	br_lens[250]	br_lens[251]	br_lens[252]	br_lens[253]	br_lens[254]	br_lens[255]	br_lens[256]	br_lens[257]	br_lens[258]	br_lens[259]	br_lens[260]	br_lens[261]	br_lens[262]	br_lens[263]	br_lens[264]	br_lens[265]	br_lens[266]	br_lens[267]	br_lens[268]	br_lens[269]	br_lens[270]	br_lens[271]	br_lens[272]	br_lens[273]	br_lens[274]	br_lens[275]	br_lens[276]	br_lens[277]	br_lens[278]	br_lens[279]	br_lens[280]	br_lens[281]	br_lens[282]	br_lens[283]	br_lens[284]	br_lens[285]	br_lens[286]	br_lens[287]	br_lens[288]	br_lens[289]	br_lens[290]	br_lens[291]	br_lens[292]	br_lens[293]	br_lens[294]	br_lens[295]	br_lens[296]	br_lens[297]	br_lens[298]	br_lens[299]	br_lens[300]	br_lens[301]	br_lens[302]	br_lens[303]	br_lens[304]	br_lens[305]	br_lens[306]	br_lens[307]	br_lens[308]	br_lens[309]	br_lens[310]	br_lens[311]	br_lens[312]	br_lens[313]	br_lens[314]	br_lens[315]	br_lens[316]	br_lens[317]	br_lens[318]	br_lens[319]	br_lens[320]	br_lens[321]	br_lens[322]	br_lens[323]	br_lens[324]	br_lens[325]	br_lens[326]	br_lens[327]	br_lens[328]	br_lens[329]	br_lens[330]	br_lens[331]	br_lens[332]	br_lens[333]	TL
0	-371.2488	0	-371.2488	0.0282861	0.181841	0.0124568	0.0291103	0.111415	0.0530516	0.136392	0.041741	0.166749	0.226441	0.0241891	0.101594	0.210179	0.11833	0.155227	0.0442755	0.0269696	0.0484668	0.12165	0.0147561	0.0804466	0.124996	0.0304191	0.041527	0.00359407	0.127437	0.0602901	0.205181	0.0382558	0.149605	0.158937	0.00918684	0.0745474	0.0895995	0.135028	0.0657301	0.0384471	0.020749	0.0115047	0.0674186	0.132577	0.109679	0.0477504	0.164212	0.0490978	0.526329	0.0376613	0.109269	0.00229327	0.0516185	0.00735081	0.0278502	0.142571	0.0192435	0.00401413	0.0392567	0.400814	0.147984	0.11871	0.0518264	0.0122542	0.010935	0.135432	0.158013	0.118431	0.0920175	0.160676	0.0355235	0.0721806	0.0933418	0.0806591	0.00879016	0.0105818	0.0228035	0.116268	0.104617	0.0133725	0.124686	0.0984423	0.0994462	0.0664911	0.0227964	0.0461506	0.220417	0.141697	0.0148698	0.0330354	0.191775	0.185161	0.00787418	0.0284007	0.100088	0.0177962	0.0948673	0.157152	0.122458	0.0285615	0.00595492	0.0613934	0.293624	0.184751	0.133501	0.0027903	0.30362	0.0691736	0.00181213	0.231709	0.168607	0.0933099	0.244557	0.0440253	0.139924	0.0125566	0.234102	0.0765398	0.134347	0.00987792	0.146256	0.126002	0.419277	0.239319	0.122338	0.22317	0.255318	0.122642	2.16898e-05	0.299331	0.0486059	0.116516	0.0267888	0.0611101	0.205559	0.0168094	0.24545	0.0735454	0.0499631	0.0546189	0.204221	0.014806	0.0216126	0.0499701	0.0914191	0.0159695	0.0553102	0.358398	0.0252519	0.0394881	0.25894	0.250566	0.418979	0.04063	0.00736978	0.349199	0.00649657	0.0445241	0.0418875	0.0224124	0.139947	0.0411971	0.089652	0.28516	0.0626499	0.0544795	0.0438613	0.0655918	0.0543331	0.192501	0.0792498	0.263238	0.0319702	0.0955041	0.0328059	0.147352	0.211747	0.0469967	0.0678973	0.0687288	0.13865	0.302485	0.00874894	0.0429681	0.0416409	0.0322581	0.253394	0.0866266	0.144253	0.113664	0.115759	0.111571	0.13922	0.0821093	0.155567	0.130361	0.0030031	0.225898	0.103218	0.0764503	0.0390661	0.0268008	0.0108188	0.035474	0.0497157	0.363383	0.340651	0.1163	0.0983924	0.03954	0.0994287	0.0521512	0.0236664	0.00588926	0.0294725	0.0650908	0.0228421	0.148652	0.0271056	0.328036	0.0221762	0.00409038	0.0116686	0.149376	0.209317	0.0534786	0.0700475	0.0982068	0.393371	0.0559197	0.0449953	0.0705212	0.0264202	0.0604512	0.000417883	0.241038	0.0269251	0.166084	0.153285	0.119167	0.2456	0.341594	0.0326298	0.167105	0.0837672	0.00551023	0.063353	0.0603192	0.0616499	0.276923	0.287789	0.0312202	0.23839	0.0555967	0.682511	0.0518498	0.132093	0.0320157	0.00107174	0.0340154	0.152342	0.0833067	0.148964	0.0143497	0.0345457	0.0966064	0.0708894	0.109185	0.0149491	0.0540485	0.115029	0.17679	0.083813	0.0844759	0.0257652	0.094138	0.0349341	0.0961753	0.275995	0.343595	0.110418	0.00867033	0.331503	0.185191	0.0213312	0.18362	0.144316	0.388013	0.0539624	0.00278063	0.0153151	0.152601	0.110013	0.0318941	0.0157113	0.159151	0.191842	0.0458656	0.00419175	0.00111016	0.295818	0.151585	0.0888811	0.164973	0.00757521	0.0865692	0.0941908	0.114107	0.0612345	0.274244	0.0272479	0.0130567	0.0269845	0.063298	0.070293	0.013406	0.138307	0.105071	0.0164738	0.0168613	0.0257786	0.135095	0.00613905	0.0265647	0.0157128	0.251598	0.125374	0.0153242	0.0208168	0.00294331	0.0912914	0.0250823	0.0495454	0.0200792	0.137995	0.126794	34.58131
10	-373.8474	0	-373.8474	0.0415992	0.046651	0.0150604	0.0148222	0.108108	0.142543	0.196119	0.0163847	0.0333645	0.170614	0.0104811	0.0395135	0.0688124	0.109186	0.108575	0.0429722	0.116067	0.029289	0.0896915	0.0286803	0.0775142	0.185404	0.0842864	0.0488525	0.00186808	0.342247	0.010709	0.249892	0.00778399	0.076932	0.206256	0.00589231	0.0612787	0.221277	0.173531	0.0618674	0.048354	0.0431934	0.0258586	0.0598978	0.087505	0.360338	0.162638	0.169531	0.0939853	0.493006	0.0300824	0.0294835	0.00267544	0.047674	0.00376145	0.0399621	0.129906	0.0304597	0.00406951	0.0533607	0.242859	0.0337464	0.0358196	0.029236	0.0816275	0.0115679	0.218556	0.0850394	0.154022	0.0500758	0.169648	0.0317733	0.0829786	0.244741	0.193479	0.0048759	0.0551299	0.0239458	0.0415244	0.0222748	0.0119155	0.128067	0.0101188	0.0485463	0.0569489	0.0419073	0.0402714	0.165215	0.288924	0.00863075	0.134681	0.562699	0.050867	0.0127622	0.0645539	0.0225344	0.0120601	0.0681751	0.121821	0.154082	0.0122119	0.0126666	0.0384898	0.102734	0.232551	0.143979	0.00515314	0.29546	0.0490605	0.00197679	0.12844	0.360428	0.186939	0.151037	0.029847	0.100183	0.00354702	0.094208	0.131202	0.140526	0.0157352	0.0549728	0.127961	0.243584	0.248139	0.0325264	0.078403	0.282536	0.235801	0.000172496	0.101678	0.0309102	0.0201155	0.0767449	0.386964	0.117821	0.0156937	0.335069	0.0628975	0.0331891	0.155716	0.218958	0.0216176	0.0243879	0.0699023	0.111497	0.0102073	0.0514976	0.193889	0.0606838	0.036986	0.383932	0.0822818	0.0914153	0.0283188	0.00959208	0.120992	0.00595385	0.107265	0.117627	0.0183652	0.332272	0.0648034	0.116434	0.307736	0.129289	0.0191284	0.0171649	0.0828613	0.0711941	0.305796	0.104844	0.187391	0.0721313	0.145439	0.0861251	0.313555	0.288326	0.0204803	0.0514234	0.0604365	0.0874042	0.447544	0.0163395	0.0297999	0.0783235	0.0625858	0.812638	0.0913567	0.235674	0.103387	0.214602	0.072576	0.179345	0.114375	0.283413	0.107824	0.00957232	0.0483744	0.0286961	0.126801	0.0176959	0.0487444	0.0116632	0.0369584	0.0195446	0.192134	0.255351	0.277279	0.0610579	0.0245814	0.0728077	0.0339811	0.0325888	0.0178018	0.0181591	0.116847	0.0139822	0.10294	0.0565663	0.293294	0.0372717	0.0107752	0.0526352	0.101679	0.588145	0.0920253	0.178419	0.33784	0.157463	0.0486822	0.00615597	0.269999	0.0216659	0.0258233	0.00101545	0.303107	0.22583	0.059542	0.11262	0.0432287	0.273549	0.195729	0.0252573	0.178429	0.0711795	0.0287608	0.149761	0.0279073	0.0626091	0.298437	0.154436	0.0123334	0.0956971	0.053743	0.201598	0.0116762	0.031648	0.0415769	0.000875625	0.0198406	0.166727	0.0805348	0.141446	0.00787711	0.096917	0.142765	0.0132636	0.10589	0.017549	0.259528	0.24723	0.124136	0.0742569	0.081821	0.023389	0.133434	0.0813695	0.126133	0.283841	0.166448	0.161589	0.0132338	0.0937656	0.162655	0.044114	0.100764	0.0991336	0.102764	0.0419418	0.00424333	0.0360481	0.0950261	0.1242	0.107435	0.0234973	0.117943	0.10136	0.0869309	0.00561582	0.00121374	0.533645	0.0885105	0.0487874	0.130675	0.00672197	0.0941192	0.0705379	0.147291	0.107963	0.0796405	0.0723291	0.0316836	0.0780686	0.0518126	0.105906	0.0112387	0.117535	0.302076	0.0266554	0.0216038	0.0157022	0.0615734	0.0211065	0.018637	0.00799454	0.0434131	0.0342706	0.0118094	0.0809502	0.0134161	0.111578	0.162097	0.0769116	0.020752	0.200247	0.0752548	34.84116
20	-366.9614	0	-366.9614	0.0893665	0.297091	0.00586412	0.00884064	0.109173	0.0495348	0.203607	0.0142492	0.00943496	0.365261	0.0369494	0.0452435	0.123217	0.0725644	0.506775	0.123064	0.127725	0.107689	0.0751814	0.022486	0.0412718	0.0856121	0.0696856	0.0249632	0.00249687	0.0914837	0.0574806	0.0667936	0.0266477	0.133863	0.054696	0.0263977	0.169829	0.109604	0.387417	0.0617847	0.111409	0.0888062	0.00818901	0.0296974	0.0812184	0.106503	0.0666016	0.216719	0.0522759	0.301309	0.0433846	0.0462168	0.00226912	0.0481875	0.00871547	0.116075	0.124274	0.0117099	0.0081483	0.0792041	0.117647	0.0348785	0.0264329	0.0389678	0.196407	0.0114286	0.391702	0.123966	0.194035	0.0633093	0.14329	0.0437661	0.0856489	0.166347	0.115612	0.0142365	0.0172609	0.0120617	0.0358491	0.029633	0.100476	0.117452	0.00789945	0.110355	0.046189	0.250046	0.0302017	0.211913	0.0977897	0.00709291	0.045412	0.10785	0.0295388	0.084629	0.0685827	0.00549212	0.015427	0.0750416	0.294116	0.170364	0.11835	0.0393194	0.0632786	0.136083	0.146771	0.127414	0.00445549	0.177517	0.0833302	0.00721809	0.0595235	0.291865	0.0818423	0.240311	0.0355319	0.0536055	0.0069318	0.0721671	0.0626814	0.0202917	0.00930091	0.0686782	0.138393	0.335242	0.152426	0.0369277	0.0277684	0.154772	0.163361	0.000639434	0.0995063	0.059633	0.0309034	0.168568	0.173773	0.353776	0.0260647	0.0993411	0.0957119	0.0180037	0.14784	0.327432	0.0183755	0.0218017	0.358814	0.154754	0.0274966	0.0704421	0.205659	0.0472043	0.0506361	0.065928	0.115579	0.186504	0.0857631	0.0454818	0.0616369	0.00188638	0.0389817	0.031662	0.0399926	0.161333	0.0791275	0.0874553	0.157541	0.169815	0.022902	0.0140809	0.124845	0.0507966	0.15851	0.0719413	0.174055	0.13171	0.0476669	0.20133	0.0465268	0.148114	0.0184667	0.0935367	0.0422189	0.106153	0.138004	0.0159186	0.0325964	0.0117355	0.0911091	0.656132	0.134158	0.13369	0.152946	0.13148	0.0573018	0.115266	0.12609	0.241711	0.063457	0.0225015	0.166156	0.0196928	0.213845	0.0123325	0.130217	0.0220134	0.0340233	0.0381234	0.0645773	0.0990563	0.0612872	0.109436	0.0386017	0.0800347	0.0467649	0.0684912	0.0199327	0.0176185	0.104157	0.0374418	0.0591718	0.0407789	0.269287	0.0170472	0.00834555	0.0262822	0.0911765	0.354643	0.0897344	0.343377	0.0954715	0.0344228	0.0336695	0.00947427	0.340719	0.0176182	0.0164754	0.00760006	0.143303	0.149537	0.0618674	0.158416	0.129214	0.229284	0.136645	0.0318909	0.285036	0.129012	0.169969	0.271575	0.0709888	0.100365	0.254301	0.0332907	0.00412384	0.104888	0.320129	0.100782	0.0193522	0.0294159	0.0655929	0.00053393	0.0125537	0.070593	0.121303	0.0830667	0.0192037	0.0629426	0.11387	0.0199025	0.0435211	0.160479	0.32803	0.495374	0.0446991	0.189692	0.0476073	0.10013	0.116683	0.0681345	0.103454	0.0773264	0.210368	0.0765131	0.022053	0.125103	0.0723735	0.0593291	0.0683871	0.178833	0.0786966	0.24192	0.00672638	0.0313285	0.118384	0.276492	0.246487	0.0289834	0.0914104	0.108021	0.173444	0.00385374	0.00203428	0.338367	0.182331	0.019391	0.143968	0.0112157	0.0558886	0.14956	0.115084	0.202141	0.181159	0.0475305	0.113732	0.0503063	0.258488	0.085494	0.039678	0.406241	0.0685317	0.0373673	0.089722	0.0232942	0.0941593	0.0276972	0.0326779	0.00996208	0.462685	0.0474457	0.00877517	0.213403	0.0047956	0.103589	0.065853	0.0467827	0.0233604	0.100688	0.0833136	34.15256
30	-351.8111	0	-351.8111	0.167952	0.120871	0.00757439	0.0153949	0.136128	0.0749113	0.0620986	0.0310925	0.00541651	0.130832	0.0428758	0.0212795	0.0436719	0.206748	0.255922	0.0576851	0.158275	0.309484	0.179092	0.0136035	0.0382841	0.0437572	0.0209313	0.0590019	0.00286508	0.138972	0.016016	0.026162	0.0314715	0.138021	0.0123587	0.0281785	0.212016	0.0330028	0.363988	0.110414	0.120652	0.188337	0.0105091	0.0253931	0.179512	0.0835649	0.0693647	0.307282	0.0733976	0.197185	0.0450892	0.115108	0.00238757	0.104913	0.00526723	0.0659581	0.0737149	0.0138615	0.0692034	0.0276805	0.285886	0.0382249	0.0928129	0.359908	0.323682	0.0128581	0.203547	0.0868998	0.100907	0.077305	0.0763849	0.0710464	0.0508237	0.113294	0.0998402	0.0126256	0.00469494	0.00465871	0.118093	0.0628146	0.0582454	0.0578086	0.0201966	0.0209033	0.02424	0.170697	0.0414614	0.206939	0.0654088	0.00600057	0.0176684	0.144407	0.129628	0.118999	0.138372	0.000902567	0.0185114	0.0906383	0.204153	0.027719	0.138071	0.0395251	0.0455685	0.152041	0.098453	0.236715	0.00572172	0.0763301	0.0383176	0.0464717	0.0815824	0.275402	0.0124373	0.0816857	0.128216	0.0844209	0.0199024	0.0723089	0.0510305	0.025208	0.0165248	0.0706108	0.26916	0.430878	0.178674	0.145465	0.161849	0.296116	0.0766911	0.00472442	0.0583868	0.059733	0.0515843	0.167956	0.141296	0.240528	0.0267824	0.0977636	0.285446	0.0320163	0.104314	0.220158	0.033887	0.0441962	0.10746	0.111158	0.0387907	0.127038	0.262662	0.0141132	0.0554412	0.0320068	0.0797153	0.118037	0.133769	0.0988017	0.0684624	0.00393723	0.077916	0.0164194	0.051656	0.215868	0.0303913	0.0619635	0.31022	0.132069	0.0229388	0.0197554	0.231922	0.0551768	0.233541	0.0719884	0.255534	0.1126	0.0302657	0.285668	0.0276152	0.149411	0.0134764	0.0338053	0.0507009	0.168918	0.0867451	0.0105778	0.0761384	0.0610005	0.0592324	0.447418	0.0531407	0.294272	0.154028	0.150079	0.0790543	0.0731006	0.0801965	0.163754	0.0750631	0.0206124	0.225162	0.0101923	0.0832893	0.0115824	0.0338113	0.0682272	0.0599242	0.0319094	0.0771155	0.149787	0.0936204	0.272493	0.0426815	0.0441043	0.0407405	0.0651323	0.0171072	0.00594044	0.251974	0.0912307	0.187732	0.0279851	0.189413	0.0237853	0.00515372	0.0920871	0.0737239	0.161608	0.0687723	0.10884	0.21278	0.118853	0.0813571	0.0554979	0.203005	0.0332876	0.00835576	0.00447048	0.244605	0.0767132	0.200544	0.071694	0.0457562	0.249353	0.0555913	0.0759562	0.126392	0.0233653	0.208327	0.181968	0.0194472	0.0536076	0.339889	0.0304902	0.00964001	0.046725	0.369128	0.255875	0.0228126	0.0515709	0.0790625	0.000885807	0.0386573	0.018291	0.145651	0.0241303	0.0318296	0.0585162	0.0971039	0.0760258	0.0164887	0.0242968	0.0635912	0.243873	0.0273734	0.0428319	0.0430008	0.082875	0.0838688	0.043146	0.139528	0.131164	0.149605	0.0558508	0.012754	0.255109	0.139183	0.0451984	0.11679	0.176549	0.113903	0.249831	0.0193867	0.0160009	0.0125523	0.105329	0.235307	0.012776	0.113666	0.365625	0.0817189	0.0160197	0.000726807	0.175863	0.0753984	0.0342338	0.0469112	0.0421428	0.0478386	0.4024	0.127052	0.0490188	0.062852	0.0460763	0.0612516	0.0645999	0.0652977	0.151181	0.00673343	0.0553253	0.0163294	0.039865	0.0322254	0.0121557	0.262503	0.0425296	0.00319393	0.0127135	0.446272	0.0641973	0.0236732	0.143038	0.00267333	0.0630627	0.173995	0.0397914	0.0105118	0.0676474	0.195025	32.63753
40	-379.7505	0	-379.7505	0.329934	0.121597	0.00403631	0.0314541	0.0550702	0.0571869	0.0977271	0.0153506	0.00740449	0.213136	0.134167	0.107627	0.135295	0.264799	0.13892	0.0932585	0.0612539	0.095997	0.448924	0.0156211	0.0109841	0.0661069	0.13319	0.0214679	0.00265743	0.0510608	0.0360178	0.0395385	0.0958998	0.0782003	0.0256352	0.0088516	0.184291	0.108371	0.0488765	0.269929	0.156534	0.285984	0.00410625	0.0138323	0.218915	0.0755787	0.262851	0.0690218	0.0928808	0.0805647	0.0584449	0.114387	0.00253606	0.224772	0.0130453	0.0562957	0.0880338	0.0656614	0.118772	0.136883	0.200492	0.172471	0.10916	0.332664	0.175664	0.0364183	0.076143	0.0508001	0.0922548	0.0201512	0.0983049	0.0740898	0.0264909	0.110836	0.125015	0.0368382	0.0047782	0.00449048	0.26971	0.129395	0.0389261	0.0266082	0.0104173	0.227053	0.00949609	0.113209	0.0244593	0.806412	0.0167928	0.017522	0.0047196	0.0912678	0.0249881	0.135901	0.0569762	0.00488088	0.00529749	0.0368537	0.143343	0.012236	0.0574683	0.0348107	0.0207085	0.136715	0.069015	0.118142	0.0121957	0.126309	0.106604	0.0188824	0.0536785	0.355201	0.0156635	0.207442	0.248032	0.0795732	0.0271239	0.130162	0.0299202	0.0292893	0.0474941	0.0728685	0.148493	0.462465	0.177264	0.12704	0.0667792	0.0528731	0.157082	0.0336734	0.211011	0.0574381	0.0245396	0.190943	0.244175	0.205686	0.0226605	0.025253	0.317374	0.0140791	0.0875093	0.0890334	0.0164591	0.0410074	0.115488	0.0437963	0.0626811	0.0225319	0.214606	0.0428604	0.0535249	0.0274641	0.277626	0.0570643	0.0207408	0.0613547	0.103545	0.00258008	0.0557708	0.00956592	0.0235943	0.0549383	0.00884107	0.122256	0.299085	0.0326849	0.0199831	0.0166213	0.145092	0.0239574	0.111504	0.0269963	0.238306	0.0510571	0.0452433	0.288399	0.0270935	0.0879887	0.0101387	0.129545	0.0170876	0.529372	0.107197	0.0119433	0.128494	0.073414	0.0474794	0.225023	0.0501174	0.0474016	0.281843	0.0796316	0.0316208	0.189089	0.0333035	0.338456	0.0879376	0.00573066	0.0484504	0.0123334	0.0338057	0.0198952	0.0295151	0.124779	0.152199	0.0362641	0.141898	0.100561	0.124145	0.153131	0.0290175	0.00882519	0.0281346	0.176876	0.0212347	0.00220083	0.116759	0.181907	0.545159	0.0159427	0.697014	0.0361389	0.00331789	0.110269	0.0638511	0.0347368	0.0523942	0.0443518	0.0697617	0.204669	0.0561439	0.139022	0.13555	0.137942	0.00741634	0.000967107	0.0960769	0.161123	0.274541	0.0532177	0.0215577	0.220472	0.0519444	0.105267	0.0367951	0.0276958	0.285118	0.252782	0.0140688	0.049892	0.180615	0.150309	0.0145778	0.016789	0.209251	0.644314	0.0316589	0.0183792	0.0229339	0.00126648	0.200324	0.0333458	0.0484861	0.0999119	0.051157	0.30246	0.051578	0.203784	0.0524617	0.125453	0.0923999	0.248991	0.0132125	0.0414225	0.0977729	0.135141	0.0294383	0.0312242	0.0283891	0.0768905	0.0202561	0.0556566	0.0135628	0.179486	0.147332	0.0399911	0.273668	0.0597016	0.172398	0.0607204	0.0765566	0.0683999	0.00349256	0.0774387	0.143365	0.0104307	0.0947726	0.282051	0.0126904	0.029032	0.000984648	0.478467	0.0269454	0.0340257	0.299771	0.0757618	0.0371333	0.300244	0.227201	0.0876454	0.123434	0.0315847	0.0763443	0.118586	0.0279884	0.36936	0.0109303	0.221347	0.0319571	0.00508138	0.0544411	0.0258362	0.101592	0.137355	0.00876372	0.0117118	0.445817	0.467849	0.0491088	0.349253	0.0180262	0.37593	0.28743	0.0352276	0.00450256	0.0245768	0.134923	35.43147
50	-331.152	0	-331.152	0.204375	0.0393478	0.00961391	0.0198027	0.0189354	0.0628503	0.0729073	0.00301069	0.012101	0.157498	0.153647	0.154208	0.104644	0.115306	0.0439443	0.104022	0.0624516	0.0476957	0.292509	0.0294959	0.0188997	0.0560582	0.304085	0.0162085	0.00447907	0.0181875	0.0651318	0.0225808	0.0158695	0.013487	0.00710838	0.00447764	0.073342	0.135495	0.0916121	0.0883537	0.058612	0.0820143	0.00106793	0.0378352	0.106539	0.0542739	0.583608	0.0421587	0.308967	0.0531067	0.0383104	0.0932041	0.00533848	0.322917	0.0313277	0.0301383	0.0418005	0.0795224	0.136519	0.145827	0.128492	0.3378	0.131064	0.137913	0.0371293	0.032854	0.0916598	0.0271431	0.0737215	0.0284288	0.0983374	0.145259	0.0652812	0.0755409	0.0428438	0.0573096	0.00533252	0.00642273	0.195146	0.052128	0.0310659	0.0630129	0.0116063	0.19165	0.00354484	0.0875082	0.0225802	0.3187	0.00735839	0.0352146	0.013001	0.0836169	0.0902533	0.183001	0.0674687	0.0190743	0.0253327	0.0200882	0.17743	0.0179762	0.0559361	0.0178285	0.0126788	0.0838235	0.0737452	0.14363	0.0335145	0.105788	0.0988412	0.0344672	0.0821229	0.236355	0.0220442	0.244326	0.308346	0.0620015	0.0177656	0.198311	0.0683849	0.0330561	0.0279794	0.0614905	0.114697	0.246414	0.0444901	0.11271	0.051584	0.130292	0.21214	0.0468596	0.154288	0.133264	0.00972208	0.0171814	0.313277	0.200795	0.0408145	0.157623	0.354677	0.0284706	0.0148594	0.0364841	0.0254386	0.0801869	0.192697	0.0415058	0.0358852	0.00615697	0.0848135	0.0335942	0.0587536	0.00925884	0.102411	0.204181	0.026627	0.0450068	0.0851575	0.00430667	0.0378116	0.0155166	0.0762071	0.095928	0.00685922	0.0832688	0.0772437	0.0171853	0.0258897	0.0276902	0.0365501	0.0206734	0.0643676	0.0621639	0.0621788	0.0626914	0.0518108	0.171215	0.0289925	0.0672079	0.0108984	0.0771137	0.00949326	0.327549	0.102368	0.034228	0.0428784	0.0498918	0.0125078	0.249744	0.049119	0.0524903	0.339261	0.212666	0.0385272	0.04557	0.142901	0.0780859	0.030928	0.00217948	0.029069	0.0100016	0.0233132	0.0615657	0.0143001	0.134906	0.222909	0.208101	0.255148	0.047919	0.12997	0.0408425	0.0360517	0.00484186	0.0221005	0.0333534	0.0169177	0.00351205	0.0281491	0.195312	0.130683	0.0697171	0.278214	0.033956	0.00833013	0.163193	0.0430082	0.0432851	0.00936733	0.208838	0.177361	0.0568281	0.0567441	0.157556	0.226757	0.15493	0.0116392	0.00341366	0.0736729	0.0779997	0.191454	0.0582994	0.0716666	0.0416272	0.0548934	0.239966	0.019206	0.048551	0.163978	0.159571	0.0134995	0.0259526	0.0791239	0.295565	0.0142114	0.0160178	0.174032	0.201934	0.0218624	0.0233762	0.0371928	0.00231526	0.0689293	0.0278837	0.0629894	0.0242355	0.0246783	0.120791	0.0727703	0.192368	0.0542155	0.0313631	0.0276321	0.102958	0.0124516	0.121623	0.0858838	0.0383088	0.0213035	0.0464586	0.0574181	0.0195917	0.0935277	0.109769	0.00498548	0.19002	0.0939545	0.139052	0.155579	0.0867499	0.526936	0.0737439	0.42997	0.189912	0.00441765	0.254842	0.115418	0.011051	0.119511	0.127299	0.0156937	0.0403771	0.00257998	0.315585	0.134958	0.192958	0.158871	0.12533	0.0106155	0.151564	0.324176	0.0399598	0.0882723	0.0374901	0.117017	0.0476607	0.0658254	0.126529	0.00331187	0.339274	0.13434	0.00215208	0.028865	0.145839	0.184054	0.184114	0.0410991	0.0135321	0.210189	0.317524	0.0516774	0.214506	0.0200518	0.192112	0.204257	0.0718916	0.00897473	0.0360287	0.158662	30.57162
